datasetName;fileName;id;occurrenceID;bibliographicCitation;publisher;institutionID;collectionID;datasetID;institutionCode;collectionCode;ownerInstitutionCode;basisOfRecord;individualCount;eventDate;year;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;higherClassification;kingdom;phylum;class;order;genus;specificEpithet;taxonRank
GBIF;../../../DATOS/Datasets/Biodiversidad/gbif_selected.csv;gbifID;occurrenceID;bibliographicCitation;publisher;institutionID;collectionID;datasetID;institutionCode;collectionCode;ownerInstitutionCode;basisOfRecord;individualCount;eventDate;year;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;higherClassification;kingdom;phylum;class;order;genus;specificEpithet;taxonRank
BNDB;../../../DATOS/Datasets/Biodiversidad/bndb_selected.csv;id;occurrenceID;;;;collectionID;;institutionCode;collectionCode;ownerInstitutionCode;basisOfRecord;individualCount;eventDate;year;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;higherClassification;kingdom;phylum;class;order;genus;specificEpithet;taxonRank
