species,n_reg,cx,cy,elongacion,max_dist_m,clase_id,clase_lbl,radio_km,radio_m,flag_elongada
Cipuropsis capituligera,13,722316.1607860974,9531977.982535984,1.1543649569682923,72802.22263019579,4,<= 100 km,100,100000,FALSE
Cipuropsis truncata,7,711873.0016758633,9513356.667513425,1.1135342091689788,46978.50257141771,4,<= 100 km,100,100000,FALSE
Cirsium vulgare,32,698822.0435121529,9556641.986469867,3.8495518589665094,8384.076148140044,4,<= 100 km,100,100000,FALSE
Cirsodes NA,7,712000.4347024125,9553789.091507595,1.4016728255371016,16346.907305179524,4,<= 100 km,100,100000,FALSE
Cissampelos andromorpha,14,777920.3857885832,9575119.718358032,4.020866950657082,71624.1735663096,4,<= 100 km,100,100000,TRUE
Cissampelos grandifolia,14,763962.4097736848,9562538.190022385,5.9269910491290725,58236.63464301806,4,<= 100 km,100,100000,TRUE
Cissopis leverianus,392,748123.2873574044,9553299.095928168,1.9141399155384287,99934.13163804954,4,<= 100 km,100,100000,FALSE
Cissus ulmifolia,8,782435.8896900315,9607777.931939565,1.6282643672286834,13452.326194735082,4,<= 100 km,100,100000,FALSE
Cissus verticillata,14,719987.6050008839,9480558.877525881,2.0375641641412,128942.47108809443,4,<= 100 km,100,100000,FALSE
Cistothorus platensis,20,706452.8342204634,9533216.8488955535,1.6581805996546795,68270.47586587143,4,<= 100 km,100,100000,FALSE
Citronella incarum,11,729389.9422569531,9528394.621122867,1.624091013545193,73051.89864017005,4,<= 100 km,100,100000,FALSE
Claravis mondetoura,7,715499.3697388767,9530335.112492297,1.0301270387308474,60527.132595908326,4,<= 100 km,100,100000,FALSE
Claravis pretiosa,69,731704.0842634618,9524466.399035823,2.3101512508171864,99590.43729252226,4,<= 100 km,100,100000,FALSE
Clarisia biflora,24,741717.1214402113,9541626.79426201,2.832072486706548,96843.79408490508,4,<= 100 km,100,100000,FALSE
Clarisia racemosa,10,746741.3953248138,9571928.672169235,1.3085501975823437,53834.692831671375,4,<= 100 km,100,100000,FALSE
Clelia clelia,12,763679.7229833031,9595002.172450159,1.9917620145339083,105523.68419176112,4,<= 100 km,100,100000,FALSE
Clethra castaneifolia,5,761090.9942438804,9531489.50882368,1.6938254471823357,45955.44907155308,4,<= 100 km,100,100000,FALSE
Clethra fimbriata,48,738952.3914214616,9559008.430541433,1.4749089582940027,110559.62602015428,4,<= 100 km,100,100000,FALSE
Clethra obovata,6,738595.160939222,9526704.666752802,1.5474700487212905,84619.95437558921,4,<= 100 km,100,100000,FALSE
Clethra ovalifolia,45,709608.4128041475,9545822.428753491,1.299223094649151,100471.35312941096,4,<= 100 km,100,100000,FALSE
Clethra parallelinervia,10,715705.3819638656,9536455.782799195,1.0955747094232011,95515.50229439038,4,<= 100 km,100,100000,FALSE
Clethra pedicellaris,5,745714.9037339955,9537520.086673982,1.9844628686635355,87822.23287313101,4,<= 100 km,100,100000,FALSE
Clethra revoluta,65,716311.4212620556,9548204.330585811,1.3527380053747278,88079.99924788863,4,<= 100 km,100,100000,FALSE
Clibadium surinamense,6,723180.3160933276,9515731.902623365,7.757578233030428,70189.61560735233,4,<= 100 km,100,100000,TRUE
Clinopodium taxifolium,42,700430.276909969,9552397.429911168,2.5776605201113933,61223.333562558786,4,<= 100 km,100,100000,FALSE
Clitoria arborea,27,760964.477827865,9546059.69916359,2.2085288132795795,100914.18338833726,4,<= 100 km,100,100000,FALSE
Clusia alata,34,711726.8104950609,9544014.639288582,1.137929887348305,76470.38186780023,4,<= 100 km,100,100000,FALSE
Clusia androphora,5,786329.7515118289,9607193.825583838,7.602868324538341,4832.530909066735,4,<= 100 km,100,100000,TRUE
Clusia ducu,10,709510.6779439434,9545165.037682792,3.558389787835074,40990.31353469524,4,<= 100 km,100,100000,FALSE
Clusia ducuoides,42,724611.5434205432,9551468.419183725,1.0549985968100395,63835.676372464564,4,<= 100 km,100,100000,FALSE
Clusia elliptica,43,713550.3134662701,9544887.609491298,1.341094787217729,76429.811102745,4,<= 100 km,100,100000,FALSE
Clusia flavida,6,734802.4987014886,9554388.853450451,1.4184592045294808,72397.96373206364,4,<= 100 km,100,100000,FALSE
Clusia hammeliana,11,764123.5263102971,9553378.135306137,2.036127771474124,60532.674099383505,4,<= 100 km,100,100000,FALSE
Clusia latipes,22,716080.6847395344,9563714.664674683,1.5627837747742552,81382.13745756313,4,<= 100 km,100,100000,FALSE
Clusia multiflora,6,717808.4690332712,9541975.75588308,1.0528903118840542,63324.526985405464,4,<= 100 km,100,100000,FALSE
Clusia pallida,9,733309.7896066968,9515235.80843593,1.629844000656689,59487.64095061632,4,<= 100 km,100,100000,FALSE
Clusia thurifera,7,749626.901755668,9568941.297837095,1.0510835094437905,53185.55682121338,4,<= 100 km,100,100000,FALSE
Clusia trochiformis,8,753997.3096564291,9568051.128658855,1.0604167182066713,46508.28980281217,4,<= 100 km,100,100000,FALSE
Clusia weberbaueri,5,742600.211875755,9571477.665807735,1.6619424649642687,52037.64451699157,4,<= 100 km,100,100000,FALSE
Cnemathraupis eximia,21,705629.879762085,9519319.97037242,1.7615289042914637,58931.80523000066,4,<= 100 km,100,100000,FALSE
Cnemoscopus rubrirostris,146,708995.3082929031,9516124.40881236,1.7501823481330951,90304.96755245134,4,<= 100 km,100,100000,FALSE
Cobaea scandens,58,701876.4875233235,9554193.033310894,1.4597405831384065,25687.01441935312,4,<= 100 km,100,100000,FALSE
Coccocypselum condalia,6,748700.1579337462,9547197.522892036,1.2421251659976122,41781.93755058204,4,<= 100 km,100,100000,FALSE
Coccocypselum lanceolatum,9,720121.5189684664,9529254.102409856,3.848914102945034,81534.183152564,4,<= 100 km,100,100000,FALSE
Coccyzus erythropthalmus,5,731094.3158938767,9536929.13997317,1.1278182928648248,46823.89456403379,4,<= 100 km,100,100000,FALSE
Coccyzus melacoryphus,8,732732.6293837414,9535170.993890474,2.0947624558969777,84843.17037778223,4,<= 100 km,100,100000,FALSE
Cochlidium pumilum,8,751596.823222909,9579071.417747676,2.1503564717313197,42659.95977058882,4,<= 100 km,100,100000,FALSE
Cochlidium serrulatum,17,749438.2378477207,9572711.354736123,1.1604309481283892,55498.2495282703,4,<= 100 km,100,100000,FALSE
Cocytius duponchel,5,748180.8159739997,9580634.079971915,1.148766658210615,42440.88557340241,4,<= 100 km,100,100000,FALSE
Coea acheronta,6,738602.1426740494,9539615.518622981,1.5961549104364274,32431.15723828214,4,<= 100 km,100,100000,FALSE
Coeligena NA,7,733253.350456286,9461083.075824333,1.5136565823768744,4809.875218810141,4,<= 100 km,100,100000,FALSE
Coeligena coeligena,101,728143.3219478718,9525470.89000096,1.491776964908574,93015.53627117969,4,<= 100 km,100,100000,FALSE
Coeligena iris,76,701715.0881780228,9542441.654310692,1.8187083594870694,81081.36511793586,4,<= 100 km,100,100000,FALSE
Coeligena lutetiae,58,704411.218133452,9524180.85294195,2.814838735398562,93527.93835431623,4,<= 100 km,100,100000,FALSE
Coeligena torquata,252,709617.62369105,9513695.41567051,1.842289450635618,108759.43107094795,4,<= 100 km,100,100000,FALSE
Coelosis biloba,10,758520.8769402844,9576384.05165843,2.0353071477704,46414.58981933711,4,<= 100 km,100,100000,FALSE
Coereba flaveola,540,735330.0097682879,9536457.572701985,1.7674348451288548,94000.75103500811,4,<= 100 km,100,100000,FALSE
Coffea arabica,19,702331.1343397563,9520732.184521358,1.632004845442129,64567.54205711088,4,<= 100 km,100,100000,FALSE
Cohnia andeana,5,697813.7773385805,9554367.465785561,1.2007308226689035,63.334459409873865,4,<= 100 km,100,100000,FALSE
Coix lacryma-jobi,15,755769.3109780948,9575394.194646882,4.0319823394050465,60157.712280009204,4,<= 100 km,100,100000,TRUE
Colaptes punctigula,65,749796.8343827892,9556289.464565594,1.5090816113020957,73276.00022993937,4,<= 100 km,100,100000,FALSE
Colaptes rivolii,182,709807.1430879362,9527092.486516908,1.3947116384814084,104675.92244792283,4,<= 100 km,100,100000,FALSE
Colaptes rubiginosus,228,720577.119760942,9531351.729929505,1.468402314579217,93879.98986483083,4,<= 100 km,100,100000,FALSE
Colaptes rupicola,5,677400.8442350071,9472425.429251274,2.1252966657618004,7897.052633824129,4,<= 100 km,100,100000,FALSE
Colibri coruscans,204,719124.768082373,9536852.572528064,1.486093019783518,92654.21735399403,4,<= 100 km,100,100000,FALSE
Colibri cyanotus,80,728544.3246862896,9537827.772357091,1.5095939363073254,94825.67409460337,4,<= 100 km,100,100000,FALSE
Colibri delphinae,45,734137.4063609394,9529587.957787646,1.9149647894709367,92475.54852163607,4,<= 100 km,100,100000,FALSE
Colignonia scandens,29,704212.2491299043,9551740.847983405,3.296181306437715,47321.56021965263,4,<= 100 km,100,100000,FALSE
Colonia colonus,370,745334.880709054,9541068.542583391,1.9937662304471122,97938.54831912936,4,<= 100 km,100,100000,FALSE
Columba livia,228,723832.5852520885,9547453.904230181,1.6601726753663064,99209.12064980145,4,<= 100 km,100,100000,FALSE
Columbina buckleyi,11,697865.3413670497,9542527.411968458,2.5086536191712043,55496.79145087485,4,<= 100 km,100,100000,FALSE
Columbina cruziana,18,696746.7498575962,9531934.286329703,1.9991278727284143,43733.016988167336,4,<= 100 km,100,100000,FALSE
Columbina talpacoti,106,754379.5173120372,9574671.280123498,2.197420814296401,126166.21796941488,4,<= 100 km,100,100000,FALSE
Columnea angustata,6,767089.0948452903,9554306.197286718,2.2766736059947816,86881.66531692714,4,<= 100 km,100,100000,FALSE
Columnea brenneri,7,761495.5550445474,9560459.54747945,2.7858678173939824,43622.58433552828,4,<= 100 km,100,100000,FALSE
Columnea ericae,22,758781.8742318021,9548349.607334102,1.8273474979460906,64657.83340539884,4,<= 100 km,100,100000,FALSE
Columnea fuscihirta,9,723558.9804657175,9496891.759966183,1.7748019794012648,63170.157480160175,4,<= 100 km,100,100000,FALSE
Columnea guttata,14,760322.8904534968,9553744.090959111,1.5934391622045476,70615.57665793003,4,<= 100 km,100,100000,FALSE
Columnea inaequilatera,45,746574.8986154104,9549354.583936306,1.8585638378836706,104709.53138290328,4,<= 100 km,100,100000,FALSE
Columnea katzensteiniae,5,711376.3545300275,9543236.865150522,5.607395051474967,73031.48631376495,4,<= 100 km,100,100000,TRUE
Columnea medicinalis,7,736366.4152983647,9537779.83322128,1.8938674495696535,76425.80153802938,4,<= 100 km,100,100000,FALSE
Columnea orientandina,8,753241.3509623433,9577304.674061151,1.0421268992224246,48068.70897466121,4,<= 100 km,100,100000,FALSE
Columnea strigosa,73,711389.962991454,9536049.999191927,1.443346945652981,84951.82682424416,4,<= 100 km,100,100000,FALSE
Columnea tessmannii,28,741786.081056353,9538355.8522001,1.7495650974222168,90802.13846676375,4,<= 100 km,100,100000,FALSE
Commelina diffusa,28,704077.2113480143,9554838.970351513,2.0474891086273725,58053.06564562186,4,<= 100 km,100,100000,FALSE
Comparettia falcata,8,709430.0002364174,9497633.997295493,1.3404666651703738,6805.175227783412,4,<= 100 km,100,100000,FALSE
Comparettia speciosa,5,716036.9130766634,9507086.076402439,1.667815756995497,29708.53423590641,4,<= 100 km,100,100000,FALSE
Compsoneura capitellata,5,733171.9996819466,9474639.78608506,1.4692073622608957,58092.715727648356,4,<= 100 km,100,100000,FALSE
Condaminea corymbosa,33,732620.9569236356,9534856.085253328,2.099561060197542,91601.60458594299,4,<= 100 km,100,100000,FALSE
Conirostrum albifrons,65,707501.6509701957,9512176.952098005,1.4029143922087677,73702.1177967949,4,<= 100 km,100,100000,FALSE
Conirostrum cinereum,10,703262.9297092535,9552726.18833757,4.9005376597330335,52115.22628549637,4,<= 100 km,100,100000,TRUE
Conirostrum sitticolor,126,706223.9306389302,9516592.381294953,1.730415648501946,89548.50570197539,4,<= 100 km,100,100000,FALSE
Conirostrum speciosum,59,741827.685151129,9557688.901682341,1.6393663123336726,47904.66397244665,4,<= 100 km,100,100000,FALSE
Conocephalus versicolor,10,765097.2485035773,9577389.94398034,5.21757390750422,47821.69935423864,4,<= 100 km,100,100000,TRUE
Conopias cinchoneti,142,738953.4253295712,9546827.864602853,1.876950328641027,90445.47818612703,4,<= 100 km,100,100000,FALSE
Conopophaga castaneiceps,46,742436.6486069575,9530611.417375468,1.635749006384115,81121.58729832625,4,<= 100 km,100,100000,FALSE
Contopus cooperi,119,743714.0584897066,9539924.648985825,2.1275030024631123,92735.90339241744,4,<= 100 km,100,100000,FALSE
Contopus fumigatus,161,722479.0314272852,9535897.800771566,1.5423918547088633,98559.28365908368,4,<= 100 km,100,100000,FALSE
Contopus nigrescens,47,755597.4297460096,9528550.976535212,1.5619384393454852,67257.9192342595,4,<= 100 km,100,100000,FALSE
Contopus sordidulus,176,740811.6247757376,9535052.08618402,2.1404970254188016,90266.5563683014,4,<= 100 km,100,100000,FALSE
Contopus virens,75,744103.7600966009,9552174.338013073,1.9309643440766873,90574.63311552307,4,<= 100 km,100,100000,FALSE
Cookeina tricholoma,8,743123.7622106989,9563477.94017783,2.1384004005291883,95477.73116835061,4,<= 100 km,100,100000,FALSE
Coprinellus disseminatus,5,724832.861745868,9568950.617247941,1.3422344308284622,50740.0140772624,4,<= 100 km,100,100000,FALSE
Corades iduna,7,704094.8177201748,9523400.011245983,5.671664450930187,25493.669126613273,4,<= 100 km,100,100000,TRUE
Coragyps atratus,862,734808.9863661989,9541092.775851138,1.631041954258445,108244.51321983535,4,<= 100 km,100,100000,FALSE
Cordia alliodora,19,752387.1392185834,9552121.728684077,2.257444716513976,112550.7519401708,4,<= 100 km,100,100000,FALSE
Cordia nodosa,10,735724.1896733001,9527801.033523435,1.7139295546475062,61531.14320330481,4,<= 100 km,100,100000,FALSE
Cordiera montana,13,764204.5620790027,9558946.628378406,2.0232776659099496,115296.2489138189,4,<= 100 km,100,100000,FALSE
Coriandrum sativum,5,698057.4703740905,9563412.81203357,6.058435717653541,14643.543815259192,4,<= 100 km,100,100000,TRUE
Coriaria ruscifolia,13,698463.3658784914,9537993.295300558,3.4180744641473995,69194.26970780076,4,<= 100 km,100,100000,FALSE
Correbidia NA,8,719237.0338720134,9552661.338529533,1.295362331097552,10145.489862971022,4,<= 100 km,100,100000,FALSE
Cortaderia bifida,25,709782.0376311145,9526714.91577621,2.839238505776537,81856.83997441577,4,<= 100 km,100,100000,FALSE
Cortaderia hapalotricha,6,718661.097155665,9560604.210741676,7.212982045438779,111642.28388721638,4,<= 100 km,100,100000,TRUE
Cortaderia jubata,14,703879.9555917036,9541967.326229718,3.637412505574287,34509.844315592425,4,<= 100 km,100,100000,FALSE
Cortaderia nitida,9,705412.9934204577,9564049.134805026,5.146962159473503,74703.37715870129,4,<= 100 km,100,100000,TRUE
Cortaderia peruvianus,6,702260.082110733,9525410.329589957,7.519491557436516,45562.567496358904,4,<= 100 km,100,100000,TRUE
Coryphospingus cucullatus,279,738756.319068006,9547950.050596308,1.9902341510929142,105987.38826429221,4,<= 100 km,100,100000,FALSE
Corytoplectus cutucuensis,7,740030.0716208799,9545719.184476318,1.1490473194221613,50577.60534831609,4,<= 100 km,100,100000,FALSE
Corytoplectus speciosus,57,729106.5823356188,9535644.424987296,2.142732899061409,83302.40696180107,4,<= 100 km,100,100000,FALSE
Cosmophyga NA,5,711484.3599826455,9556690.801635314,1.3232405307456045,14590.162648985517,4,<= 100 km,100,100000,FALSE
Cosmosoma NA,11,721004.2348435506,9550800.532820432,1.2811422134185937,12610.133656420228,4,<= 100 km,100,100000,FALSE
Costus asplundii,5,766462.1921234196,9572687.048207296,6.646961480183224,43381.61985417238,4,<= 100 km,100,100000,TRUE
Costus scaber,16,749384.3570383805,9565962.44362788,2.1733219032583833,61961.02028454175,4,<= 100 km,100,100000,FALSE
Cotinga cayana,21,762065.7076422112,9543826.337811753,8.403671256176386,51498.871499768815,4,<= 100 km,100,100000,TRUE
Couepia chrysocalyx,16,746820.8294631228,9533984.11978087,1.9379756170348348,40099.908074176936,4,<= 100 km,100,100000,FALSE
Coussapoa asperifolia,7,762556.9599189092,9563296.533329086,2.4761058516335286,122687.6050821546,4,<= 100 km,100,100000,FALSE
Coussapoa crassivenosa,14,768399.5768206397,9580971.50875164,1.2441920730319258,52232.26144865395,4,<= 100 km,100,100000,FALSE
Coussapoa villosa,12,738186.3277225249,9536196.203591598,1.517034798308383,63967.77277358503,4,<= 100 km,100,100000,FALSE
Coussarea brevicaulis,17,757632.0521262261,9521531.046042832,1.6210693125925248,26792.512813843936,4,<= 100 km,100,100000,FALSE
Coussarea longiflora,5,760715.0034089771,9512621.819554666,5.452792383695287,13872.085262605919,4,<= 100 km,100,100000,TRUE
Coussarea paniculata,12,761056.9487550186,9577510.035314506,1.0750863267928499,48228.19028954305,4,<= 100 km,100,100000,FALSE
Coussarea racemosa,5,754810.1092387829,9528087.893648323,2.2933854111532996,60967.404047749456,4,<= 100 km,100,100000,FALSE
Coussarea resinosa,8,761474.0232419969,9532949.044235824,2.074449998848187,69025.47674569821,4,<= 100 km,100,100000,FALSE
Cranichis ciliata,6,707855.4575294588,9550347.520466384,4.036273601785213,42925.14886426605,4,<= 100 km,100,100000,TRUE
Cranioleuca antisiensis,40,704410.0363968457,9542955.048964372,1.3673356950084434,55261.24487666729,4,<= 100 km,100,100000,FALSE
Cranioleuca curtata,192,727545.3825236969,9529677.598766468,1.7241553288710552,93954.77681540813,4,<= 100 km,100,100000,FALSE
Cranioleuca gutturata,20,757663.6713908328,9535498.22858226,1.4704238784531716,41015.73589897986,4,<= 100 km,100,100000,FALSE
Cremastosperma megalophyllum,11,748807.2802010796,9532241.44868672,1.5049998272388605,60182.30882996067,4,<= 100 km,100,100000,FALSE
Cremastosperma pedunculatum,21,744688.0604595898,9525349.481606644,1.4189406160103115,54054.116409930495,4,<= 100 km,100,100000,FALSE
Cremosperma muscicola,5,722347.7891226043,9520009.813187985,1.1009844467695433,82803.06970039177,4,<= 100 km,100,100000,FALSE
Crepinella weberbaueri,11,768401.9734056413,9558519.077460058,2.3381108305905713,72694.4758420631,4,<= 100 km,100,100000,FALSE
Creurgops verticalis,63,735794.2002111826,9545417.517825102,1.189777828007931,93522.93787251721,4,<= 100 km,100,100000,FALSE
Critoniopsis floribunda,25,710834.7628762482,9532234.743066985,2.101645274377348,57784.38492608051,4,<= 100 km,100,100000,FALSE
Critoniopsis pycnantha,32,710950.141556654,9549137.628267184,1.5568404201601282,97441.8032153923,4,<= 100 km,100,100000,FALSE
Crocosmia crocosmiiflora,15,711397.2002407752,9530796.975443082,1.7588282580272752,87400.9745505233,4,<= 100 km,100,100000,FALSE
Crocozona coecias,11,740696.2719629839,9552791.89338522,1.6418251982781156,46947.48666636944,4,<= 100 km,100,100000,FALSE
Crotalaria nitens,9,745992.0832452421,9559362.094160208,1.5978219638461073,84905.72376631986,4,<= 100 km,100,100000,FALSE
Croton abutiloides,12,705960.0944811767,9559998.687975366,2.5968822254289354,27090.428447162158,4,<= 100 km,100,100000,FALSE
Croton condorensis,11,771499.2953019972,9586072.148898637,2.803340365952464,40096.607764604996,4,<= 100 km,100,100000,FALSE
Croton lechleri,27,747989.9443641938,9553923.439956382,1.9988649080447762,104288.00983296931,4,<= 100 km,100,100000,FALSE
Croton mutisianus,14,727291.8207771133,9551740.58197142,1.060807310882721,40278.44106927713,4,<= 100 km,100,100000,FALSE
Croton pachypodus,5,773490.6906765056,9564741.954976037,2.9850715974068933,35506.47816026951,4,<= 100 km,100,100000,FALSE
Croton rimbachii,20,714341.7811502914,9547126.625808842,2.1003694281441767,69895.0057220908,4,<= 100 km,100,100000,FALSE
Crotophaga ani,518,744458.1067235102,9549418.826180182,1.6092132056329356,105975.48734286086,4,<= 100 km,100,100000,FALSE
Crotophaga major,15,721028.6915101502,9551537.577156793,2.429935192782568,41960.8684331096,4,<= 100 km,100,100000,FALSE
Crotophaga sulcirostris,118,699849.4350476066,9535210.688163439,2.867131873735548,91846.06672943536,4,<= 100 km,100,100000,FALSE
Crypturellus cinereus,20,761203.6720348154,9555786.941211542,5.936715345581881,56483.27217509147,4,<= 100 km,100,100000,TRUE
Crypturellus soui,133,749843.2065343402,9548984.90380353,1.8771807688489024,102987.33215763027,4,<= 100 km,100,100000,FALSE
Crypturellus tataupa,26,711094.7711076327,9457274.773323277,1.1451830238428544,21187.84767679138,4,<= 100 km,100,100000,FALSE
Ctenidium malacodes,5,705396.7815901653,9551308.15774459,1.9805447440576494,8969.259032734506,4,<= 100 km,100,100000,FALSE
Ctenitis submarginalis,8,729661.6620039004,9550627.417599814,1.9527151398592248,83510.72161558107,4,<= 100 km,100,100000,FALSE
Cuatrecasanthus flexipappus,10,708974.7086667441,9556088.554691177,1.5020056054327013,12561.814215258091,4,<= 100 km,100,100000,FALSE
Cuatresia riparia,5,746792.8814593288,9542480.006169355,1.9637364928264962,92630.26881977991,4,<= 100 km,100,100000,FALSE
Cucurbita ficifolia,7,701517.5640085327,9547041.950560939,8.39306910168284,31785.853805108673,4,<= 100 km,100,100000,TRUE
Culcita coniifolia,9,716471.6581424729,9555974.30208413,2.236226969125379,50260.32088261356,4,<= 100 km,100,100000,FALSE
Cupania americana,8,713235.0768798093,9482406.847639237,2.53953406392339,57887.603276429116,4,<= 100 km,100,100000,FALSE
Cupania cinerea,5,767112.9282329982,9599641.426258305,1.099211310247843,42085.88277916919,4,<= 100 km,100,100000,FALSE
Cupania latifolia,7,732225.5378112638,9477417.127479503,1.7732613477969166,115933.7580406063,4,<= 100 km,100,100000,FALSE
Cuphea bombonasae,13,752125.995775534,9539410.10750531,1.6466121190047085,77177.34147296929,4,<= 100 km,100,100000,FALSE
Cuphea ciliata,16,697731.3881828216,9552371.111303031,3.0781889811420515,59915.88737658416,4,<= 100 km,100,100000,FALSE
Cuphea racemosa,37,737354.5579817579,9548850.625285495,1.678143923416887,100917.78195091426,4,<= 100 km,100,100000,FALSE
Cuphea strigulosa,6,712182.1175904059,9539886.8021991,3.9013348306454283,92951.42790231014,4,<= 100 km,100,100000,FALSE
Cyanerpes caeruleus,156,748628.5708737359,9534670.820249362,1.905217607685717,93958.68282522634,4,<= 100 km,100,100000,FALSE
Cyanocorax violaceus,309,752509.3374008948,9555868.372810328,2.0290439351045197,109182.19069289615,4,<= 100 km,100,100000,FALSE
Cyanocorax yncas,527,722829.1176001193,9527550.664624574,1.6475743220398,97553.15728293272,4,<= 100 km,100,100000,FALSE
Cyanoloxia rothschildii,43,741940.7900430294,9519724.599500211,2.0394623849784943,72624.16025265427,4,<= 100 km,100,100000,FALSE
Cyanolyca turcosa,168,708016.474228616,9521840.560688427,1.7325615010624293,100741.5075923477,4,<= 100 km,100,100000,FALSE
Cyathea amazonica,7,760343.8173211719,9530520.912188288,4.851678089463593,10659.629415445175,4,<= 100 km,100,100000,TRUE
Cyathea atahuallpa,6,706970.4263696623,9538827.552390132,10.223176955680195,36002.86301508143,4,<= 100 km,100,100000,TRUE
Cyathea bipinnatifida,41,749301.6258766645,9559173.048319984,1.9812932959708556,112366.37784405824,4,<= 100 km,100,100000,FALSE
Cyathea brucei,7,759213.4709718752,9521070.996826993,5.8114046198412215,19073.78845633466,4,<= 100 km,100,100000,TRUE
Cyathea caracasana,58,723323.8563186093,9532140.175124299,1.459361457371301,101918.77174733431,4,<= 100 km,100,100000,FALSE
Cyathea carolihenrici,5,709500.8396850269,9539641.15953945,9.401043881930363,31860.122439006613,4,<= 100 km,100,100000,TRUE
Cyathea delgadii,5,737806.7156501976,9539766.629748512,1.0462896226998601,28974.80219261067,4,<= 100 km,100,100000,FALSE
Cyathea ebenina,5,721719.3672190906,9492232.789830554,3.393859826465146,52007.805189487015,4,<= 100 km,100,100000,FALSE
Cyathea ewanii,6,764536.5936673136,9558365.35549618,1.4910342277363569,55588.39925304851,4,<= 100 km,100,100000,FALSE
Cyathea fulva,5,723011.8208988862,9550700.272016294,2.3898491213176025,25007.30845726596,4,<= 100 km,100,100000,FALSE
Cyathea heliophila,13,707141.6994280427,9530608.999457305,10.023040853913466,30773.904391104097,4,<= 100 km,100,100000,TRUE
Cyathea kalbreyeri,7,754204.1501906036,9565251.245042294,1.3351638504509937,51765.285298033144,4,<= 100 km,100,100000,FALSE
Cyathea lasiosora,9,774811.2069442262,9592586.205242125,3.6016923307229938,49082.69005786937,4,<= 100 km,100,100000,FALSE
Cyathea lechleri,11,766624.936239342,9567940.153244859,1.3391519999441568,46109.93365170152,4,<= 100 km,100,100000,FALSE
Cyathea mucilagina,5,761410.5686053432,9531691.838749804,4.902394371062092,14952.269311750517,4,<= 100 km,100,100000,TRUE
Cyathea palaciosii,14,768626.9461444584,9553846.01980381,1.8417969923373283,61764.44954054682,4,<= 100 km,100,100000,FALSE
Cyathea paucifolia,18,771742.4386501991,9564995.50596916,1.6991050873932916,46987.2556024381,4,<= 100 km,100,100000,FALSE
Cyathea pilosissima,12,766411.3062436411,9543544.664462786,3.0362703621286236,58175.616379556814,4,<= 100 km,100,100000,FALSE
Cyathea plicata,5,702759.5810363654,9544833.817810236,3.989675585810822,29914.64381855301,4,<= 100 km,100,100000,FALSE
Cyathea poeppigii,12,735813.3999178341,9560421.231922515,1.2648206491886176,71949.79224044069,4,<= 100 km,100,100000,FALSE
Cyathea pungens,14,766520.1657153621,9567069.9966896,1.8130295462473784,51561.86326972075,4,<= 100 km,100,100000,FALSE
Cyathea squamipes,13,736889.6581814914,9538354.506256277,2.001131426637423,87736.75755627656,4,<= 100 km,100,100000,FALSE
Cyathea straminea,5,713122.2872173599,9539770.00621693,1.2810113767472524,37404.0700223867,4,<= 100 km,100,100000,FALSE
Cyathea subincisa,5,782925.0835936471,9597733.671732504,2.760854104572549,27055.696642625062,4,<= 100 km,100,100000,FALSE
Cyathea tortuosa,21,759873.7870376023,9547199.242672812,1.3301675433316689,57186.181184669236,4,<= 100 km,100,100000,FALSE
Cyathea ulei,11,748202.7874079527,9545295.346487425,1.4214234701930297,69355.38880737421,4,<= 100 km,100,100000,FALSE
Cyathea xenoxyla,7,739940.0977400556,9568425.404484026,1.770131621375612,57389.306723781905,4,<= 100 km,100,100000,FALSE
Cyathula achyranthoides,5,760030.4628572928,9602846.698164642,1.4240909681002982,29869.593342317305,4,<= 100 km,100,100000,FALSE
Cybianthus comperuvianus,7,774792.4626399683,9564775.86501207,3.370350067226053,56948.18912902776,4,<= 100 km,100,100000,FALSE
Cybianthus cuatrecasasii,21,754127.4532527684,9539523.182701256,1.5916677008581992,70294.89742040644,4,<= 100 km,100,100000,FALSE
Cybianthus incognitus,9,773246.9886341051,9576294.21444802,2.4086869000715874,90886.31893261241,4,<= 100 km,100,100000,FALSE
Cybianthus laetus,14,746899.6437726291,9539398.479684198,1.7477277913996112,91414.39586794554,4,<= 100 km,100,100000,FALSE
Cybianthus magnus,53,760741.1711123453,9560486.201450236,1.7696112419358914,115890.36373204675,4,<= 100 km,100,100000,FALSE
Cybianthus marginatus,54,716493.0178997854,9542137.804878911,1.76463999018063,95482.25349411022,4,<= 100 km,100,100000,FALSE
Cybianthus occigranatensis,8,728053.9528071368,9564127.065974854,1.2712097889621496,80463.77801978149,4,<= 100 km,100,100000,FALSE
Cybianthus pastensis,53,711826.4635475854,9529413.17797257,1.5351948923733871,84115.53430846939,4,<= 100 km,100,100000,FALSE
Cybianthus peruvianus,16,760475.1176571427,9540094.844080042,1.2288632467902494,69796.3478202271,4,<= 100 km,100,100000,FALSE
Cybianthus resinosus,23,749898.6495454212,9546002.050122753,1.579153436721586,71819.7007641827,4,<= 100 km,100,100000,FALSE
Cybianthus schlimii,8,758084.7105520477,9523001.439958625,4.700444659830051,6909.892366811661,4,<= 100 km,100,100000,TRUE
Cybianthus sprucei,5,727859.7710884364,9568838.887656592,1.9027573239479503,63963.62212671995,4,<= 100 km,100,100000,FALSE
Cybianthus timanae,18,747421.3036888893,9537572.176965987,1.0602771815959224,41087.59549781722,4,<= 100 km,100,100000,FALSE
