species,n_reg,cx,cy,elongacion,max_dist_m,clase_id,clase_lbl,radio_km,radio_m,flag_elongada
Spathiphyllum minus,6,759969.4449287134,9530919.695226178,5.140732857570992,9481.69032081936,4,<= 100 km,100,100000,TRUE
Spathiphyllum patulinervum,6,760072.0218698155,9532906.3487476,5.412713725441719,7260.737126231318,4,<= 100 km,100,100000,TRUE
Sphagnum sancto-josephense,6,707940.3768783185,9561272.673585083,4.177310049732433,1167.235035436301,4,<= 100 km,100,100000,TRUE
Sporobolus purpurascens,6,697939.6551909582,9530016.523690633,8.966754923647159,68428.19174731929,4,<= 100 km,100,100000,TRUE
Stelis braccata,6,707189.3332024394,9527352.696590237,4.762458592064597,34765.994428046506,4,<= 100 km,100,100000,TRUE
Stelis brevilabris,6,705385.6813432699,9536228.014150925,5.97649916783618,21947.74450476703,4,<= 100 km,100,100000,TRUE
Stelis laevigata,6,708823.7617204715,9535186.677926619,12.586546502247888,69827.0739469705,4,<= 100 km,100,100000,TRUE
Tara spinosa,6,698593.1847216983,9543624.280615013,7.3172319874696035,26504.540981149035,4,<= 100 km,100,100000,TRUE
Terpsichore chrysleri,6,721813.6865819484,9526487.289529469,4.785122222553971,36030.92446619168,4,<= 100 km,100,100000,TRUE
Thamnophilus murinus,6,760595.7252963614,9536828.18934116,21.68692670290601,47580.99257492626,4,<= 100 km,100,100000,TRUE
Trachypogon montufarii,6,702263.6632591297,9531245.873513378,4.196043213342519,62324.64790859669,4,<= 100 km,100,100000,TRUE
Trichostigma peruvianum,6,760035.6952735776,9530142.50988707,11.870099762422386,55202.519992929956,4,<= 100 km,100,100000,TRUE
Ageratina exsertovenosa,7,704866.7007345691,9521893.074837172,5.396313102927515,41111.50418069022,4,<= 100 km,100,100000,TRUE
Archonias brassolis,7,720230.6511051083,9530844.083341483,4.021179233681474,58147.65635192337,4,<= 100 km,100,100000,TRUE
Cardamine jamesonii,7,705808.191779776,9530596.890196156,5.474353296585074,18005.311178620497,4,<= 100 km,100,100000,TRUE
Corades iduna,7,704094.8177201748,9523400.011245983,5.671664450930187,25493.669126613273,4,<= 100 km,100,100000,TRUE
Cucurbita ficifolia,7,701517.5640085327,9547041.950560939,8.39306910168284,31785.853805108673,4,<= 100 km,100,100000,TRUE
Cyathea amazonica,7,760343.8173211719,9530520.912188288,4.851678089463593,10659.629415445175,4,<= 100 km,100,100000,TRUE
Cyathea brucei,7,759213.4709718752,9521070.996826993,5.8114046198412215,19073.78845633466,4,<= 100 km,100,100000,TRUE
Dendrocolaptes certhia,7,762568.5552331569,9550653.951146832,9.357283067734668,39981.597026766154,4,<= 100 km,100,100000,TRUE
Dendrophthora densifolia,7,705003.8111682439,9512860.742754305,11.331537929323629,35599.741233849134,4,<= 100 km,100,100000,TRUE
Digonodes NA,7,706498.6626868466,9546679.262604399,4.797697462169494,31176.182739441014,4,<= 100 km,100,100000,TRUE
Dipsas palmeri,7,714453.8923514369,9534370.118957039,5.14246051496316,72089.13338351413,4,<= 100 km,100,100000,TRUE
Elleanthus flavescens,7,711248.0077866798,9546027.256705102,14.17042919480272,58973.30918502755,4,<= 100 km,100,100000,TRUE
Epidendrum pseudoglobiflorum,7,704697.5718738324,9552110.112909125,4.505832656269571,7565.156670986954,4,<= 100 km,100,100000,TRUE
Geissanthus ambigua,7,721086.3350105648,9509745.727463687,4.0495292973040264,78930.58628126509,4,<= 100 km,100,100000,TRUE
Hieracium jubatum,7,707411.8979775532,9530525.894499527,8.560536170868366,27861.94724926009,4,<= 100 km,100,100000,TRUE
Hyloscirtus condor,7,742174.080676381,9490961.522531366,5.015130319423642,6964.521245372052,4,<= 100 km,100,100000,TRUE
Ilex hualgayoca,7,705065.7860819628,9525522.430037607,7.749222475122649,22990.53075414854,4,<= 100 km,100,100000,TRUE
Jamesonia blepharum,7,715905.5168639551,9546903.387691434,8.019468524677396,31157.05686324465,4,<= 100 km,100,100000,TRUE
Klaprothia mentzelioides,7,711305.8461968934,9536319.253254782,7.901332259363768,33710.91703198514,4,<= 100 km,100,100000,TRUE
Krukoviella disticha,7,761499.4421852074,9545316.80883917,42.41340499201649,7828.919725191822,4,<= 100 km,100,100000,TRUE
Lachemilla fulvescens,7,714163.1063722367,9572114.795103073,9.015989558492096,82804.4019704233,4,<= 100 km,100,100000,TRUE
Lomaridium fuscosquamosum,7,705639.498780036,9535610.164072115,14.17623817421982,27780.54197864565,4,<= 100 km,100,100000,TRUE
Macropholidus annectens,7,701037.5878295265,9549699.09848322,8.483257918668283,39364.789797689766,4,<= 100 km,100,100000,TRUE
Maxillaria arbuscula,7,712709.6035978467,9515078.039099474,4.0490561510419205,69953.59754602588,4,<= 100 km,100,100000,TRUE
Maxillaria brevifolia,7,719341.1991718807,9514369.006466694,4.871266992707858,67545.00755657692,4,<= 100 km,100,100000,TRUE
Melpomene occidentalis,7,706137.3819071356,9548091.74349748,6.529975612395302,33171.630822602725,4,<= 100 km,100,100000,TRUE
Miconia chionophila,7,707519.6150226399,9531694.502863228,6.0005769098991815,17205.386268638587,4,<= 100 km,100,100000,TRUE
Miconia salicifolia,7,706767.8629913217,9542722.062693598,4.3261533430896995,29927.847882564147,4,<= 100 km,100,100000,TRUE
Mikania brachyphylla,7,705346.8571435387,9553240.36247581,7.778704348815773,38173.28287553326,4,<= 100 km,100,100000,TRUE
Myiothlypis fraseri,7,702514.4248180581,9533650.791328203,4.12453625739739,28916.76333996963,4,<= 100 km,100,100000,TRUE
Myrcia lojensis,7,704323.1176756707,9542329.113968894,6.05888578622376,27491.304679081673,4,<= 100 km,100,100000,TRUE
Myrcianthes discolor,7,716505.9609339158,9556547.16223965,4.448126243127733,73287.6259749303,4,<= 100 km,100,100000,TRUE
Naucleopsis ulei,7,770031.5881347827,9558346.068491986,4.43670518273622,53606.45825880488,4,<= 100 km,100,100000,TRUE
Ocotea depilis,7,713271.7918309836,9553872.479298806,9.374561351541226,40680.917336528786,4,<= 100 km,100,100000,TRUE
Oxalis tabaconasensis,7,703771.1055260925,9523582.47268725,4.114052994348204,28743.488641163953,4,<= 100 km,100,100000,TRUE
Persea rigens,7,730285.2060306298,9506856.404040903,12.575677529686093,41606.17609418151,4,<= 100 km,100,100000,TRUE
Philodendron pulchrum,7,765503.2692964006,9563573.065018915,6.834201758161118,44188.117615282485,4,<= 100 km,100,100000,TRUE
Phoradendron ambiguum,7,705683.7677249702,9536532.762156062,4.530597673971384,23490.09374838052,4,<= 100 km,100,100000,TRUE
Pleurothallis hemirhoda,7,715170.8398383381,9517429.617999094,4.353558864906302,56530.93329217391,4,<= 100 km,100,100000,TRUE
Pleurothallis tobarii,7,707563.4910147464,9500604.752390731,5.630938743658494,5214.242199208616,4,<= 100 km,100,100000,TRUE
Prosthechea hartwegii,7,714087.3570655526,9545161.141927723,4.59632278348942,69439.4802408342,4,<= 100 km,100,100000,TRUE
Puya maculata,7,706227.7173346005,9521534.867237488,8.036617678050446,30588.37089950654,4,<= 100 km,100,100000,TRUE
Puya parviflora,7,701886.40706813,9537378.384016817,4.207564322986089,22290.94497504645,4,<= 100 km,100,100000,TRUE
Roupala pachypoda,7,703190.615608495,9527852.257714273,4.333351278697403,35381.769821957365,4,<= 100 km,100,100000,TRUE
Selaginella moritziana,7,706671.229024422,9526319.517431082,5.976175430468239,22358.725959370608,4,<= 100 km,100,100000,TRUE
Sisyrinchium tinctorium,7,705148.4973313551,9544242.398031011,4.084116732011527,32746.850643796257,4,<= 100 km,100,100000,TRUE
Solanum antisuyo,7,707961.4055373266,9513057.895960676,5.071229697896734,49368.81432881433,4,<= 100 km,100,100000,TRUE
Stelis rosamariae,7,705662.028197337,9529213.147344185,8.026852972600436,31347.20249591218,4,<= 100 km,100,100000,TRUE
Stellaria recurvata,7,706135.0588431952,9530523.951069195,5.930014020945252,18098.96196453392,4,<= 100 km,100,100000,TRUE
Symbolanthus macranthus,7,705240.0914667625,9516142.79783166,4.788643706652509,30014.404810531116,4,<= 100 km,100,100000,TRUE
Symplocos vanderwerffii,7,786674.0231026073,9604035.334506145,29.172366426802164,1847.7355272462141,4,<= 100 km,100,100000,TRUE
Tanacetum parthenium,7,699687.8403066276,9554313.027517708,4.217733863052068,5129.009012044509,4,<= 100 km,100,100000,TRUE
Tillandsia usneoides,7,704633.0563333508,9558831.549292391,9.498744533986176,31747.839507150253,4,<= 100 km,100,100000,TRUE
Trichomanes bicorne,7,758331.9385846612,9526859.126541695,4.243751145380796,4437.523680328529,4,<= 100 km,100,100000,TRUE
Uncaria tomentosa,7,763293.2124479323,9530687.41597169,7.455993089704883,68675.46008104636,4,<= 100 km,100,100000,TRUE
Valeriana tatamana,7,706915.958980161,9525255.118846139,6.072294172712881,23446.855447758022,4,<= 100 km,100,100000,TRUE
Vallea ecuadorensis,7,704283.815116733,9530274.564780237,24.21391864979089,24267.485845504532,4,<= 100 km,100,100000,TRUE
Vasconcellea monoica,7,708364.4956593863,9510373.936195455,4.614201878554046,100865.8077146585,4,<= 100 km,100,100000,TRUE
Vasconcellea pubescens,7,700981.9065582941,9546114.10795213,7.997439369227908,27821.71183285112,4,<= 100 km,100,100000,TRUE
Verbesina pentantha,7,703145.4106626807,9549658.383553784,7.773560914754957,45403.62199176841,4,<= 100 km,100,100000,TRUE
Andea sericea,8,708378.5344248503,9540824.580240764,5.780091423815214,32978.78099442927,4,<= 100 km,100,100000,TRUE
Andinia vestigipetala,8,706351.4824772527,9513755.735252617,13.188100488801608,46709.1796023976,4,<= 100 km,100,100000,TRUE
Arcytophyllum thymifolium,8,702202.367455861,9540806.778381169,5.788994867011471,36204.01912551847,4,<= 100 km,100,100000,TRUE
Austroeupatorium inulaefolium,8,704531.659909988,9541962.168655291,7.483965007039152,34114.318003954,4,<= 100 km,100,100000,TRUE
Bothriochloa saccharoides,8,707733.8707462805,9542560.420566075,4.339671475605216,66027.25629571528,4,<= 100 km,100,100000,TRUE
Cacosmia rugosa,8,699671.4418170601,9553503.564201111,8.565080624906098,32532.869387511273,4,<= 100 km,100,100000,TRUE
Calceolaria microbefaria,8,708697.7913632618,9538183.201698165,7.082304374016106,78149.78705150394,4,<= 100 km,100,100000,TRUE
Chusquea perligulata,8,705743.9610517783,9505507.03863684,5.383391262759685,20250.00189860021,4,<= 100 km,100,100000,TRUE
Cybianthus schlimii,8,758084.7105520477,9523001.439958625,4.700444659830051,6909.892366811661,4,<= 100 km,100,100000,TRUE
Dendrexetastes rufigula,8,761309.0200863271,9537252.572319454,7.502829696745736,58115.98393302905,4,<= 100 km,100,100000,TRUE
Didelphis pernigra,8,701750.9379201834,9535296.913378233,8.857494835524351,77990.37876553928,4,<= 100 km,100,100000,TRUE
Dodonaea viscosa,8,700618.9333241977,9530968.764444247,7.879280770166174,45935.925661081434,4,<= 100 km,100,100000,TRUE
Eleocharis sellowiana,8,702400.1136439439,9562038.520491906,9.564132234881045,56015.90279855554,4,<= 100 km,100,100000,TRUE
Epidendrum elleanthoides,8,706049.1860279934,9523867.07221638,7.907343107472059,37577.639805526145,4,<= 100 km,100,100000,TRUE
Eugenia egensis,8,715777.6162409285,9525059.351990407,5.638592632756585,75830.97820484947,4,<= 100 km,100,100000,TRUE
Glossoloma altescandens,8,705403.8246296926,9515100.814045161,8.388320701559357,33414.081631462825,4,<= 100 km,100,100000,TRUE
Histiopteris incisa,8,708329.0931026699,9540190.57788136,6.729286753886315,33439.12188357547,4,<= 100 km,100,100000,TRUE
Hypolepis parallelogramma,8,721480.8415205856,9511381.706679111,5.246517335854725,65436.54543277641,4,<= 100 km,100,100000,TRUE
Ilex ovalis,8,736439.8594796187,9572141.129751556,4.162673763232745,48997.76857685694,4,<= 100 km,100,100000,TRUE
Lellingeria major,8,709401.3105866945,9547336.773326378,7.404375939217027,39530.67422194184,4,<= 100 km,100,100000,TRUE
Lepanthes otara,8,705969.7282070353,9533533.836788263,8.152567728569863,24814.0702909591,4,<= 100 km,100,100000,TRUE
Leptodactylus pentadactylus,8,771264.7218353761,9617755.275560966,389.72574881936924,2943.6996555967007,4,<= 100 km,100,100000,TRUE
Lysipomia laricina,8,704358.3823512575,9546331.755571729,4.175143139771776,8123.796397892796,4,<= 100 km,100,100000,TRUE
Macrocarpaea arborescens,8,703359.0925615486,9544562.3561501,13.950678326144049,29618.17833027819,4,<= 100 km,100,100000,TRUE
Mallomus NA,8,708684.7072167128,9548774.535034161,4.257021306633944,33775.93274753182,4,<= 100 km,100,100000,TRUE
Masdevallia parvula,8,706165.4341148449,9530820.485654127,11.418710259809215,34023.327701931805,4,<= 100 km,100,100000,TRUE
Maxillaria nutans,8,709407.5392764648,9548473.159052864,5.294885136935583,37630.30349388374,4,<= 100 km,100,100000,TRUE
Miconia dissimulans,8,703463.2731368842,9555307.799405145,6.99049357426253,30734.035047800688,4,<= 100 km,100,100000,TRUE
Monnina decurrens,8,705626.9629681546,9549590.531094998,7.04123293487656,41902.92017549435,4,<= 100 km,100,100000,TRUE
Omura congrua,8,761672.2989374973,9552204.295317901,12.99961152434375,42650.23921792799,4,<= 100 km,100,100000,TRUE
Paepalanthus pilosus,8,707037.8306840304,9519226.36335389,4.7866859666784025,25380.47183269161,4,<= 100 km,100,100000,TRUE
Palicourea cenepensis,8,760298.219457142,9533924.248656321,12.253718972802114,53237.69382040914,4,<= 100 km,100,100000,TRUE
Panyptila cayennensis,8,760924.3315526326,9537529.536514584,6.3065793548345015,38363.41577865638,4,<= 100 km,100,100000,TRUE
Passiflora monadelpha,8,709566.355021175,9542882.776624268,4.758694631982449,38121.536649961396,4,<= 100 km,100,100000,TRUE
Pentacalia lanceolifolia,8,712733.518221419,9512024.652166044,4.0070889691670235,65685.73432029427,4,<= 100 km,100,100000,TRUE
Pentacalia riotintis,8,710047.979557679,9540519.055645285,6.281192985994306,36286.20059899834,4,<= 100 km,100,100000,TRUE
Peperomia rhexiifolia,8,710044.8758537996,9533777.71093389,5.972002018686637,34731.960049189314,4,<= 100 km,100,100000,TRUE
Piper brevispicum,8,707060.0364299092,9538755.744710883,5.411638609948938,87808.34438800084,4,<= 100 km,100,100000,TRUE
Puya cuevae,8,707895.1849677226,9522440.116577871,8.106019830405717,29777.580203953727,4,<= 100 km,100,100000,TRUE
Selaginella arthritica,8,726850.5100405486,9552981.291705275,11.490918192836286,45139.63800839374,4,<= 100 km,100,100000,TRUE
Solanum oblongifolium,8,698812.0170779107,9554065.571741128,5.575006507536874,12931.812728997222,4,<= 100 km,100,100000,TRUE
Solanum ochranthum,8,704157.8578093813,9529538.280298099,4.431930097788733,33481.41767943463,4,<= 100 km,100,100000,TRUE
Solanum sisymbriifolium,8,700281.6377401286,9554468.457901962,7.368129230410491,21496.42735457495,4,<= 100 km,100,100000,TRUE
Sporobolus bogotensis,8,700707.3276563257,9545269.94602895,6.50026868263974,30142.659884904017,4,<= 100 km,100,100000,TRUE
Stelis purpurea,8,709352.1448510642,9515752.335868089,5.0855517605969505,45640.86687689699,4,<= 100 km,100,100000,TRUE
Stenomesson ecuadorense,8,715134.205278055,9500298.392532965,6.136222213547467,21528.623338166533,4,<= 100 km,100,100000,TRUE
Swartzia simplex,8,760245.5875034895,9524758.207144966,4.873865620369754,20297.191679842294,4,<= 100 km,100,100000,TRUE
Telipogon ionopogon,8,704966.4082361149,9525488.18166875,11.547681335750427,27063.313703123502,4,<= 100 km,100,100000,TRUE
Trichomanes lambertianum,8,705751.3681596684,9541616.304702919,8.399193983745956,31933.06248500161,4,<= 100 km,100,100000,TRUE
Vriesea boeghii,8,704213.723742611,9542902.363087166,4.532099383956285,28074.615910877932,4,<= 100 km,100,100000,TRUE
Xanthyris flaveolata,8,764411.0166093021,9558522.425857337,7.489008001429884,57178.116426070694,4,<= 100 km,100,100000,TRUE
Atractus carrioni,9,701760.1765941088,9550590.090413805,6.125372509258487,33030.69952386365,4,<= 100 km,100,100000,TRUE
Callianthe picta,9,704454.1724112727,9528370.53856655,9.060836411426592,32069.289400624515,4,<= 100 km,100,100000,TRUE
Centropogon hartwegii,9,705090.4571978,9535640.524909982,5.32344986284927,22087.43964224468,4,<= 100 km,100,100000,TRUE
Ceratostema alatum,9,706711.6457816283,9543078.457729524,6.732226174536059,73560.39321682978,4,<= 100 km,100,100000,TRUE
Chaetura egregia,9,762254.2105733847,9543376.655528842,9.899171120450568,51925.662016858776,4,<= 100 km,100,100000,TRUE
Cortaderia nitida,9,705412.9934204577,9564049.134805026,5.146962159473503,74703.37715870129,4,<= 100 km,100,100000,TRUE
Dendrophorbium scytophyllum,9,702206.5947923564,9538696.124129457,4.435254100547765,31077.06665920716,4,<= 100 km,100,100000,TRUE
Elzunia pavonii,9,700155.5003871946,9539606.660878597,5.713649244930208,44656.92573185377,4,<= 100 km,100,100000,TRUE
Epidendrum jamiesonis,9,705951.7221069928,9531425.323493617,9.58989433766325,29927.356914670418,4,<= 100 km,100,100000,TRUE
Glossoloma herthae,9,707066.3630295353,9505508.873016734,6.334660940334164,11715.260253117478,4,<= 100 km,100,100000,TRUE
Gomphichis goodyeroides,9,705817.4709910617,9535464.235201046,5.537822665903709,29529.871283975288,4,<= 100 km,100,100000,TRUE
Heliconius himera,9,700884.081995747,9539601.703637643,7.356986891651234,26323.010250172374,4,<= 100 km,100,100000,TRUE
Hyloscirtus hillisi,9,790716.8356965852,9610664.302065471,24.81599671238307,1507.62001693369,4,<= 100 km,100,100000,TRUE
Iochroma arborescens,9,708110.9562068135,9528603.126384635,5.115232487109803,83700.66551323143,4,<= 100 km,100,100000,TRUE
Liabum igniarium,9,705180.8238697553,9542545.347431771,5.479279397799305,53559.74540663075,4,<= 100 km,100,100000,TRUE
Macrocarpaea innarrabilis,9,761045.1716006319,9526948.971925354,6.472209749944564,24690.969805922385,4,<= 100 km,100,100000,TRUE
Marcgravia brownei,9,734389.7052973633,9515900.469565853,8.236350873091446,60436.730538565986,4,<= 100 km,100,100000,TRUE
Maxillaria pinoides,9,706775.625714881,9540562.228939947,4.404196255825575,26062.647193156386,4,<= 100 km,100,100000,TRUE
Meriania franciscana,9,715948.195498621,9548210.12557986,5.472813719451512,101560.1563807134,4,<= 100 km,100,100000,TRUE
Miconia imitans,9,727498.434555138,9537612.413844882,4.16279557202635,9341.586110751321,4,<= 100 km,100,100000,TRUE
Monnina cestrifolia,9,705790.955943194,9543349.523171049,9.455911043674337,35506.68711853728,4,<= 100 km,100,100000,TRUE
Myrcia bracteata,9,770460.5292319477,9595476.39320788,7.335476621035834,22844.913908990107,4,<= 100 km,100,100000,TRUE
Myrcia pulchella,9,710333.2979153327,9543492.214440122,7.9001911780218,39041.402602288144,4,<= 100 km,100,100000,TRUE
Ocellochloa pulchellum,9,728367.6664160755,9531376.781782726,40.98926702866323,65968.2464355484,4,<= 100 km,100,100000,TRUE
Oenocarpus mapora,9,765251.0793074225,9555695.727087554,5.848916115175787,48717.86120243094,4,<= 100 km,100,100000,TRUE
Oleria padilla,9,700103.3238623099,9551539.211095082,5.52730854235511,8651.134947733262,4,<= 100 km,100,100000,TRUE
Oreanthes hypogaeus,9,706787.8010601233,9531946.102355687,6.974949088347986,28593.876384156396,4,<= 100 km,100,100000,TRUE
Paramastax annulipes,9,698720.9103638676,9548186.120016143,5.976617222189069,20704.60016556092,4,<= 100 km,100,100000,TRUE
Pardirallus sanguinolentus,9,698562.0163431177,9550826.771617433,5.096041866088258,18933.885301637718,4,<= 100 km,100,100000,TRUE
Peperomia acuminata,9,704219.2813974754,9537761.787688157,6.38189546306352,37363.88286726346,4,<= 100 km,100,100000,TRUE
Peperomia cotyledon,9,713726.7483136663,9565105.9931225,11.445213927402873,37964.32561651656,4,<= 100 km,100,100000,TRUE
Pilea microphylla,9,710138.9281459948,9520914.600415276,4.25031891238775,71653.64640078298,4,<= 100 km,100,100000,TRUE
Rhaphiolepis japonica,9,700113.2009781769,9546911.893197117,6.332216989919101,61566.41686136693,4,<= 100 km,100,100000,TRUE
Rubus rosifolius,9,705978.3272175256,9509644.930682441,11.931190355646924,52977.59479873537,4,<= 100 km,100,100000,TRUE
Scinax cruentomma,9,770638.8847536113,9591926.650738154,5.313324786924792,83840.62131856038,4,<= 100 km,100,100000,TRUE
Steiractinia sodiroi,9,698294.1652150507,9544098.848918466,14.073355368777667,90109.57703675862,4,<= 100 km,100,100000,TRUE
Stelis truncata,9,703591.6943338305,9513014.339598348,8.388959743876342,54153.82799430439,4,<= 100 km,100,100000,TRUE
Vochysia gigantea,9,729469.8648213418,9522909.903488934,7.2578848573106995,63312.149706286495,4,<= 100 km,100,100000,TRUE
Aiphanes verrucosa,10,710659.2859021073,9543620.239877945,4.468415415026098,41258.04123361627,4,<= 100 km,100,100000,TRUE
Andinia schizopogon,10,704957.5549186007,9512665.089921258,7.916542373652273,46095.99430325772,4,<= 100 km,100,100000,TRUE
Anthurium clavigerum,10,783431.697210765,9603642.990336668,8.242112154188716,24294.219115513864,4,<= 100 km,100,100000,TRUE
Aulonemia hirtula,10,707420.5970423305,9518921.359709067,12.992952398253944,40617.05550088261,4,<= 100 km,100,100000,TRUE
Cinnagrostis rupestris,10,707416.0819986255,9538051.477034202,5.078950418296775,40968.77929692687,4,<= 100 km,100,100000,TRUE
Conirostrum cinereum,10,703262.9297092535,9552726.18833757,4.9005376597330335,52115.22628549637,4,<= 100 km,100,100000,TRUE
Conocephalus versicolor,10,765097.2485035773,9577389.94398034,5.21757390750422,47821.69935423864,4,<= 100 km,100,100000,TRUE
Desmodium vargasianum,10,699393.9744253131,9541109.20657182,9.058608913563875,36967.17345581035,4,<= 100 km,100,100000,TRUE
Dione glycera,10,701979.0408594726,9545284.824888255,11.238408394120142,40122.91133490674,4,<= 100 km,100,100000,TRUE
Diplazium lindbergii,10,721985.463477774,9514677.284627797,4.240327673538466,69741.14891446252,4,<= 100 km,100,100000,TRUE
Eriocaulon microcephalum,10,706722.7468419374,9526528.176373608,15.188322885857389,78525.38730392678,4,<= 100 km,100,100000,TRUE
Graffenrieda gracilis,10,729489.2615368178,9565571.730065346,5.926989506561751,23788.675439182316,4,<= 100 km,100,100000,TRUE
Hieracium lagopus,10,708346.4411248369,9532892.377843585,23.462098662689424,26965.431745892656,4,<= 100 km,100,100000,TRUE
Jamesonia hirtus,10,700846.1475409304,9538167.257712806,4.023132822365283,30942.139996287642,4,<= 100 km,100,100000,TRUE
Leptodontium viticulosoides,10,707638.7145389774,9549349.06797146,5.0733902508911655,39523.24577881886,4,<= 100 km,100,100000,TRUE
Lycopodiella matthewsii,10,710298.9640021498,9538573.593705764,5.679306164749241,73181.2989973735,4,<= 100 km,100,100000,TRUE
Mesosphaerum eriocephalum,10,699281.4528643005,9560757.162858605,4.1964798032569055,13736.716528382707,4,<= 100 km,100,100000,TRUE
Monstera deliciosa,10,699749.5341182268,9554452.59341606,4.113732103668753,7808.75408738793,4,<= 100 km,100,100000,TRUE
Ocotea brevipetiolata,10,707589.9863232465,9546576.012319047,4.811859368711013,38709.25715907817,4,<= 100 km,100,100000,TRUE
Orthaea fimbriata,10,702357.9748011549,9538685.714489158,4.008901990844416,39764.77166434991,4,<= 100 km,100,100000,TRUE
Ourisia chamaedrifolia,10,709390.5871007408,9514665.554220337,4.144656709619493,1763.6133302791454,4,<= 100 km,100,100000,TRUE
Phlegmariurus eversus,10,706577.9358952198,9513425.02168078,11.342723372689534,44583.27517944193,4,<= 100 km,100,100000,TRUE
Pilopogon longirostratus,10,709719.8968940489,9552548.004526181,7.188114919775755,63418.200191620344,4,<= 100 km,100,100000,TRUE
Pristimantis muranunka,10,743223.3649313014,9495707.378831124,7.447267391683309,48286.33720506327,4,<= 100 km,100,100000,TRUE
Rhynchospora lechleri,10,706256.6408130272,9532610.785899699,9.3028639800119,28930.26987863694,4,<= 100 km,100,100000,TRUE
Solanum habrochaites,10,700384.304807825,9546718.762874525,7.56230127755697,32187.65839337906,4,<= 100 km,100,100000,TRUE
Sphaenognathus giganteus,10,704139.9272055014,9536863.360264212,5.84921533272261,40174.795506737064,4,<= 100 km,100,100000,TRUE
Valeriana chaerophylloides,10,709875.1942853078,9553913.55639053,9.65018297243676,52263.167154549476,4,<= 100 km,100,100000,TRUE
Bromus pitensis,11,710777.8827600222,9556958.637290036,4.281206929164876,67955.00610321303,4,<= 100 km,100,100000,TRUE
Calceolaria mexicana,11,707570.8069553532,9539389.336354597,4.330641404425333,35276.47880293925,4,<= 100 km,100,100000,TRUE
Catamenia analis,11,704935.3311767089,9543552.443353802,6.66719502304412,60832.933930541614,4,<= 100 km,100,100000,TRUE
Centropogon comosus,11,705006.5487478699,9534542.733805278,5.513471081732873,44931.698338986804,4,<= 100 km,100,100000,TRUE
Cyclospermum leptophyllum,11,701604.5262028254,9547422.421531372,4.1226081856593,86107.65723317717,4,<= 100 km,100,100000,TRUE
Cyrtochilum aureum,11,693391.1018530868,9510171.882598959,4.11049178484603,95682.5674627173,4,<= 100 km,100,100000,TRUE
Foeniculum vulgare,11,700257.5490864452,9540426.399622746,10.670442282975152,90534.30826116941,4,<= 100 km,100,100000,TRUE
Frangula granulosa,11,708180.2351024161,9544624.804354038,4.161484244431339,57943.501404045106,4,<= 100 km,100,100000,TRUE
Fuchsia summa,11,707964.616710938,9523220.783285145,5.257984300452272,21747.716357659378,4,<= 100 km,100,100000,TRUE
Greta andromica,11,706017.1302857138,9555228.023387847,6.15912480760655,42943.15292302926,4,<= 100 km,100,100000,TRUE
Hedyosmum cumbalense,11,704939.8983656912,9544574.877813868,9.420672985363678,51452.88965120989,4,<= 100 km,100,100000,TRUE
Hydrocotyle tambalomaensis,11,705542.3826241462,9523239.964112705,8.18745971031134,25300.91309579591,4,<= 100 km,100,100000,TRUE
Miconia loxensis,11,708709.8123749159,9540974.314019201,6.382976306442862,37644.0449525242,4,<= 100 km,100,100000,TRUE
Monnina subscandens,11,707638.5567607234,9550871.70197505,4.505560453619948,45240.00557308913,4,<= 100 km,100,100000,TRUE
Neda norrisi,11,701717.0986515555,9549393.922648685,5.950678150407484,46390.75518894691,4,<= 100 km,100,100000,TRUE
Paspalum candidum,11,707439.2414005053,9553100.794804128,4.886289974654269,64592.00268113682,4,<= 100 km,100,100000,TRUE
Paspalum prostratum,11,707147.5887482705,9524558.879395435,7.677829020092575,79981.48583222761,4,<= 100 km,100,100000,TRUE
Passiflora exoperculata,11,699764.7327795468,9526849.647921026,11.18762721987147,69177.89185111105,4,<= 100 km,100,100000,TRUE
Passiflora viridescens,11,702529.2868650203,9542776.449468318,6.048345229295841,39818.66798373271,4,<= 100 km,100,100000,TRUE
Piper carpunya,11,714808.8901347311,9526866.617986772,4.462701708266857,80768.7824858283,4,<= 100 km,100,100000,TRUE
Rubus loxensis,11,709560.0372576939,9532401.235208724,6.977367967858441,71289.80627704595,4,<= 100 km,100,100000,TRUE
Solanum juglandifolium,11,712098.8379133487,9560233.305072114,4.412973064695622,6416.660595902013,4,<= 100 km,100,100000,TRUE
Trichomanes pellucens,11,760264.7937109568,9529969.744071303,5.359441917917045,14295.954506270062,4,<= 100 km,100,100000,TRUE
Viburnum pichinchense,11,707058.7006448318,9550106.136138275,6.172823228534157,63497.77869535822,4,<= 100 km,100,100000,TRUE
Amauropelta pusilla,12,706394.3637152907,9520922.794495847,7.035117412459927,38250.331983053184,4,<= 100 km,100,100000,TRUE
Anthurium sagittatum,12,767170.1811205386,9563535.1143002,4.8578131708600845,64963.9578957745,4,<= 100 km,100,100000,TRUE
Brachyotum russatum,12,706908.726414089,9520675.48750185,4.904969109409649,25726.832849667717,4,<= 100 km,100,100000,TRUE
Buddleja americana,12,706648.140393781,9499854.348173078,4.6715998281663635,77299.7368488566,4,<= 100 km,100,100000,TRUE
Byrsonima homeieri,12,714123.9459717135,9556619.824534683,31.179920590867333,51293.045970663574,4,<= 100 km,100,100000,TRUE
